bundle,metrics,n_streamlines,vol_mm3,mean,std,median,IQR
lh_RMF-SF_0,ISO,2071,9351.999,0.760781,0.020855,0.758477,0.020721
lh_RMF-SF_0,RDI,2071,9351.999,0.504348,0.008698,0.504476,0.007039
lh_RMF-SF_1,QA,2421,10423.999,0.204635,0.014858,0.203219,0.015946
lh_RMF-SF_1,QIR,2421,10423.999,0.287355,0.022802,0.285739,0.025211
lh_RMF-SF_1,FA,2421,10423.999,0.393844,0.030037,0.393579,0.036412
lh_RMF-SF_1,AD,2421,10423.999,0.001084,3.6e-05,0.001081,4.9e-05
lh_RMF-SF_1,RD,2421,10423.999,0.565442,0.048185,0.560875,0.066285
lh_RMF-SF_1,MD,2421,10423.999,0.000795,4.2e-05,0.000792,5.3e-05
lh_RMF-SF_1,ISO,2421,10423.999,0.754653,0.021404,0.751531,0.028786
lh_RMF-SF_1,RDI,2421,10423.999,0.489873,0.011075,0.489448,0.014968
lh_RMF-SF_2,QA,408,4600.0,0.1951,0.044452,0.197371,0.054934
lh_RMF-SF_2,QIR,408,4600.0,0.26046,0.070824,0.263929,0.086309
lh_RMF-SF_2,FA,408,4600.0,0.303925,0.075104,0.317694,0.087343
lh_RMF-SF_2,AD,408,4600.0,0.0011,7.9e-05,0.0011,0.000117
lh_RMF-SF_2,RD,408,4600.0,0.713519,0.121448,0.697662,0.147018
lh_RMF-SF_2,MD,408,4600.0,0.00086,9.3e-05,0.000858,0.000122
lh_RMF-SF_2,ISO,408,4600.0,0.799208,0.058261,0.78414,0.038576
lh_RMF-SF_2,RDI,408,4600.0,0.512254,0.023047,0.50541,0.011114
lh_SF-SF_1,QA,400,2336.0,0.182435,0.02703,0.177306,0.024176
lh_SF-SF_1,QIR,400,2336.0,0.23932,0.044863,0.230027,0.046121
lh_SF-SF_1,FA,400,2336.0,0.264944,0.049473,0.252812,0.034927
lh_SF-SF_1,AD,400,2336.0,0.001108,8.1e-05,0.001103,0.000114
lh_SF-SF_1,RD,400,2336.0,0.764388,0.078423,0.766284,0.096629
lh_SF-SF_1,MD,400,2336.0,0.000921,8.9e-05,0.000896,0.000106
lh_SF-SF_1,ISO,400,2336.0,0.808325,0.045683,0.814833,0.067691
lh_SF-SF_1,RDI,400,2336.0,0.51964,0.020625,0.521756,0.034484
lh_SF-SF_2,QA,557,3064.0,0.232525,0.044557,0.234996,0.051417
lh_SF-SF_2,QIR,557,3064.0,0.323522,0.072157,0.325475,0.079106
lh_SF-SF_2,FA,557,3064.0,0.325559,0.057497,0.336084,0.04979
lh_SF-SF_2,AD,557,3064.0,0.001105,7.3e-05,0.001102,7.9e-05
lh_SF-SF_2,RD,557,3064.0,0.703712,0.082455,0.685245,0.07682
lh_SF-SF_2,MD,557,3064.0,0.00083,6.7e-05,0.000815,5.8e-05
lh_SF-SF_2,ISO,557,3064.0,0.76647,0.03868,0.761832,0.034337
lh_SF-SF_2,RDI,557,3064.0,0.506199,0.013441,0.505368,0.016929
lh_SF-SF_3,QA,1350,5504.0,0.213012,0.062618,0.237896,0.117857
lh_SF-SF_3,QIR,1350,5504.0,0.286168,0.090876,0.322472,0.173764
lh_SF-SF_3,FA,1350,5504.0,0.302975,0.08733,0.331443,0.155777
lh_SF-SF_3,AD,1350,5504.0,0.001164,0.000111,0.001138,8.8e-05
lh_SF-SF_3,RD,1350,5504.0,0.767886,0.182052,0.687016,0.242914
lh_SF-SF_3,MD,1350,5504.0,0.000893,0.000153,0.000827,0.000193
lh_SF-SF_3,ISO,1350,5504.0,0.785862,0.032714,0.78449,0.04895
lh_SF-SF_3,RDI,1350,5504.0,0.510043,0.01419,0.511651,0.01763
lh_SF-SF_4,QA,971,4248.0,0.20133,0.076528,0.211057,0.152344
lh_SF-SF_4,QIR,971,4248.0,0.257342,0.104455,0.262291,0.20739
lh_SF-SF_4,FA,971,4248.0,0.290884,0.111547,0.306784,0.208191
lh_SF-SF_4,AD,971,4248.0,0.001231,0.000106,0.00121,0.000103
lh_SF-SF_4,RD,971,4248.0,0.808793,0.203023,0.760645,0.327624
lh_SF-SF_4,MD,971,4248.0,0.000961,0.000177,0.000919,0.00028
lh_SF-SF_4,ISO,971,4248.0,0.805719,0.037462,0.807598,0.056783
lh_SF-SF_4,RDI,971,4248.0,0.513546,0.019754,0.519327,0.015386
lh_SM-SM_0,QA,2953,6952.0,0.191789,0.038908,0.195293,0.052194
lh_SM-SM_0,QIR,2953,6952.0,0.264549,0.062025,0.270941,0.080632
lh_SM-SM_0,FA,2953,6952.0,0.326251,0.0774,0.339599,0.100837
lh_SM-SM_0,AD,2953,6952.0,0.00113,0.000135,0.001106,0.000126
lh_SM-SM_0,RD,2953,6952.0,0.694466,0.144346,0.649364,0.163059
lh_SM-SM_0,MD,2953,6952.0,0.000857,0.000131,0.000813,0.000124
lh_SM-SM_0,ISO,2953,6952.0,0.762896,0.047974,0.760051,0.062928
lh_SM-SM_0,RDI,2953,6952.0,0.490813,0.022949,0.489184,0.028835
lh_SM-SM_2,QA,1162,6264.0,0.20314,0.033078,0.199339,0.038012
lh_SM-SM_2,QIR,1162,6264.0,0.268706,0.053652,0.258931,0.061624
lh_SM-SM_2,FA,1162,6264.0,0.31326,0.062942,0.306028,0.082554
lh_SM-SM_2,AD,1162,6264.0,0.001097,0.000102,0.001089,0.000174
lh_SM-SM_2,RD,1162,6264.0,0.696291,0.123372,0.668712,0.199289
lh_SM-SM_2,MD,1162,6264.0,0.000844,0.000103,0.000819,0.000168
lh_SM-SM_2,ISO,1162,6264.0,0.800622,0.039276,0.805632,0.048186
lh_SM-SM_2,RDI,1162,6264.0,0.515797,0.017491,0.516101,0.018716
lh_SP-SM_0,QA,4518,10735.999,0.261112,0.050309,0.263798,0.05954
lh_SP-SM_0,QIR,4518,10735.999,0.34657,0.07722,0.349831,0.091734
lh_SP-SM_0,FA,4518,10735.999,0.36734,0.061533,0.3786,0.068022
lh_SP-SM_0,AD,4518,10735.999,0.001117,9.7e-05,0.001105,9.6e-05
lh_SP-SM_0,RD,4518,10735.999,0.637911,0.124709,0.598174,0.094444
lh_SP-SM_0,MD,4518,10735.999,0.000807,0.000105,0.000777,6.9e-05
lh_SP-SM_0,ISO,4518,10735.999,0.792244,0.032534,0.789348,0.03401
lh_SP-SM_0,RDI,4518,10735.999,0.524927,0.011596,0.52588,0.008796
lh_SP-SP_0,QA,1440,6408.0,0.203858,0.055315,0.207728,0.077085
lh_SP-SP_0,QIR,1440,6408.0,0.253817,0.075325,0.256044,0.100966
lh_SP-SP_0,FA,1440,6408.0,0.326138,0.096912,0.331689,0.123505
lh_SP-SP_0,AD,1440,6408.0,0.00113,0.000144,0.001107,0.000176
lh_SP-SP_0,RD,1440,6408.0,0.718587,0.210026,0.673394,0.237349
lh_SP-SP_0,MD,1440,6408.0,0.00087,0.000177,0.000826,0.000198
lh_SP-SP_0,ISO,1440,6408.0,0.83498,0.028424,0.837556,0.038199
lh_SP-SP_0,RDI,1440,6408.0,0.53301,0.01479,0.534545,0.01873
lh_SP-SP_1,QA,1662,9375.999,0.211231,0.048973,0.21543,0.062525
lh_SP-SP_1,QIR,1662,9375.999,0.270279,0.066566,0.27503,0.08907
lh_SP-SP_1,FA,1662,9375.999,0.308548,0.078693,0.317348,0.081095
lh_SP-SP_1,AD,1662,9375.999,0.001157,0.000218,0.001114,0.000184
lh_SP-SP_1,RD,1662,9375.999,0.781032,0.272437,0.707567,0.232989
lh_SP-SP_1,MD,1662,9375.999,0.000911,0.000249,0.000838,0.000227
lh_SP-SP_1,ISO,1662,9375.999,0.812729,0.032349,0.806487,0.040126
lh_SP-SP_1,RDI,1662,9375.999,0.523424,0.023607,0.526467,0.02581
lh_SP-SP_2,QA,756,4568.0,0.194019,0.057771,0.189213,0.086177
lh_SP-SP_2,QIR,756,4568.0,0.233928,0.08175,0.224816,0.128362
lh_SP-SP_2,FA,756,4568.0,0.275936,0.091259,0.286051,0.128387
lh_SP-SP_2,AD,756,4568.0,0.001153,0.000152,0.001119,0.000204
lh_SP-SP_2,RD,756,4568.0,0.792617,0.208352,0.731678,0.25043
lh_SP-SP_2,MD,756,4568.0,0.000917,0.00018,0.000855,0.000232
lh_SP-SP_2,ISO,756,4568.0,0.882491,0.053504,0.88574,0.075343
lh_SP-SP_2,RDI,756,4568.0,0.556157,0.02186,0.559621,0.027901
lh_SP-SP_3,QA,2200,9151.999,0.25123,0.077222,0.243366,0.111525
lh_SP-SP_3,QIR,2200,9151.999,0.329751,0.113408,0.31489,0.156601
lh_SP-SP_3,FA,2200,9151.999,0.339804,0.093341,0.349757,0.108746
lh_SP-SP_3,AD,2200,9151.999,0.001157,0.000134,0.001171,0.000187
lh_SP-SP_3,RD,2200,9151.999,0.714187,0.193976,0.637313,0.224142
lh_SP-SP_3,MD,2200,9151.999,0.000867,0.00016,0.000818,0.000187
lh_SP-SP_3,ISO,2200,9151.999,0.811606,0.038786,0.80561,0.046781
lh_SP-SP_3,RDI,2200,9151.999,0.532437,0.012382,0.532182,0.015634
lh_ST-SM_0,QA,1193,4608.0,0.173565,0.037631,0.185231,0.040746
lh_ST-SM_0,QIR,1193,4608.0,0.238147,0.058679,0.253563,0.072847
lh_ST-SM_0,FA,1193,4608.0,0.320423,0.086194,0.350618,0.077683
lh_ST-SM_0,AD,1193,4608.0,0.001101,0.000238,0.001054,7e-05
lh_ST-SM_0,RD,1193,4608.0,0.708786,0.289185,0.629262,0.090269
lh_ST-SM_0,MD,1193,4608.0,0.000854,0.000268,0.000781,7.7e-05
lh_ST-SM_0,ISO,1193,4608.0,0.768807,0.048696,0.757161,0.063261
lh_ST-SM_0,RDI,1193,4608.0,0.492052,0.026759,0.491416,0.026987
lh_ST-ST_0,QA,1975,6136.0,0.170645,0.048366,0.168704,0.041967
lh_ST-ST_0,QIR,1975,6136.0,0.243455,0.07807,0.242538,0.070835
lh_ST-ST_0,FA,1975,6136.0,0.305496,0.078945,0.315568,0.096587
lh_ST-ST_0,AD,1975,6136.0,0.001113,0.000154,0.001111,0.000144
lh_ST-ST_0,RD,1975,6136.0,0.726864,0.170574,0.681187,0.149178
lh_ST-ST_0,MD,1975,6136.0,0.000867,0.000156,0.000829,0.000134
lh_ST-ST_0,ISO,1975,6136.0,0.738581,0.044291,0.732576,0.06085
lh_ST-ST_0,RDI,1975,6136.0,0.472805,0.021819,0.472613,0.023428
lh_ST-ST_1,QA,878,5488.0,0.142396,0.045062,0.134242,0.051595
lh_ST-ST_1,QIR,878,5488.0,0.19233,0.06981,0.175549,0.071134
lh_ST-ST_1,FA,878,5488.0,0.242668,0.087199,0.220882,0.111543
lh_ST-ST_1,AD,878,5488.0,0.001084,0.000213,0.001041,0.000213
lh_ST-ST_1,RD,878,5488.0,0.753407,0.253091,0.703057,0.303608
lh_ST-ST_1,MD,878,5488.0,0.000897,0.00023,0.000839,0.000249
lh_ST-ST_1,ISO,878,5488.0,0.787531,0.04538,0.794063,0.048097
lh_ST-ST_1,RDI,878,5488.0,0.491778,0.027246,0.497047,0.028621
lh_ST-ST_2,QA,4077,9391.999,0.198352,0.051367,0.197081,0.076626
lh_ST-ST_2,QIR,4077,9391.999,0.256762,0.082584,0.254739,0.125475
lh_ST-ST_2,FA,4077,9391.999,0.30897,0.082095,0.317226,0.109226
lh_ST-ST_2,AD,4077,9391.999,0.001062,0.000143,0.001036,0.000147
lh_ST-ST_2,RD,4077,9391.999,0.652087,0.157161,0.606618,0.097162
lh_ST-ST_2,MD,4077,9391.999,0.000819,0.000142,0.000779,6.9e-05
lh_ST-ST_2,ISO,4077,9391.999,0.838417,0.076626,0.828876,0.097532
lh_ST-ST_2,RDI,4077,9391.999,0.53808,0.036333,0.534658,0.042813
lh_ST-TT_1,QA,2285,5064.0,0.143721,0.050081,0.131498,0.063234
lh_ST-TT_1,QIR,2285,5064.0,0.195349,0.078749,0.175619,0.096252
lh_ST-TT_1,FA,2285,5064.0,0.241622,0.080104,0.23551,0.091808
lh_ST-TT_1,AD,2285,5064.0,0.001037,0.000168,0.000999,0.000142
lh_ST-TT_1,RD,2285,5064.0,0.72015,0.197626,0.668553,0.159604
lh_ST-TT_1,MD,2285,5064.0,0.000857,0.000181,0.000804,0.000141
lh_ST-TT_1,ISO,2285,5064.0,0.770286,0.044962,0.767299,0.06325
lh_ST-TT_1,RDI,2285,5064.0,0.482869,0.020116,0.482413,0.02328
lh_Tr-In_0,QA,715,5024.0,0.224715,0.035408,0.23488,0.033569
lh_Tr-In_0,QIR,715,5024.0,0.308306,0.056068,0.320162,0.053847
lh_Tr-In_0,FA,715,5024.0,0.37845,0.065894,0.398182,0.076646
lh_Tr-In_0,AD,715,5024.0,0.00109,5.5e-05,0.001101,5.2e-05
lh_Tr-In_0,RD,715,5024.0,0.574943,0.055678,0.57269,0.07106
lh_Tr-In_0,MD,715,5024.0,0.00079,3.3e-05,0.000787,4.7e-05
lh_Tr-In_0,ISO,715,5024.0,0.760365,0.035923,0.752956,0.052302
lh_Tr-In_0,RDI,715,5024.0,0.497992,0.013389,0.494186,0.017815
lh_Tr-RMF_1,QA,90,712.0,0.180259,0.012149,0.180968,0.013906
lh_Tr-RMF_1,QIR,90,712.0,0.269737,0.025289,0.275119,0.034684
lh_Tr-RMF_1,FA,90,712.0,0.34203,0.032637,0.340829,0.030104
lh_Tr-RMF_1,AD,90,712.0,0.001049,4e-05,0.001049,5e-05
lh_Tr-RMF_1,RD,90,712.0,0.576085,0.044442,0.5797,0.042914
lh_Tr-RMF_1,MD,90,712.0,0.000771,3.7e-05,0.000774,4e-05
lh_Tr-RMF_1,ISO,90,712.0,0.762469,0.023201,0.760619,0.033621
lh_Tr-RMF_1,RDI,90,712.0,0.487512,0.011406,0.484941,0.01472
lh_Tr-SF_0,QA,430,6288.0,0.206069,0.018906,0.20535,0.026545
lh_Tr-SF_0,QIR,430,6288.0,0.284557,0.028516,0.281559,0.038235
lh_Tr-SF_0,FA,430,6288.0,0.358313,0.023645,0.363327,0.033897
lh_Tr-SF_0,AD,430,6288.0,0.001101,5.5e-05,0.001091,9e-05
lh_Tr-SF_0,RD,430,6288.0,0.625245,0.062671,0.621529,0.110651
lh_Tr-SF_0,MD,430,6288.0,0.000822,4.8e-05,0.000823,8.4e-05
lh_Tr-SF_0,ISO,430,6288.0,0.751758,0.012369,0.749953,0.018415
lh_Tr-SF_0,RDI,430,6288.0,0.488402,0.006959,0.489059,0.009841
lh_Tr-Tr_0,QA,1838,5320.0,0.16657,0.028583,0.171735,0.036712
lh_Tr-Tr_0,QIR,1838,5320.0,0.237838,0.049925,0.24541,0.058831
lh_Tr-Tr_0,FA,1838,5320.0,0.327605,0.072155,0.34167,0.114423
lh_Tr-Tr_0,AD,1838,5320.0,0.001085,0.000107,0.001086,0.000125
lh_Tr-Tr_0,RD,1838,5320.0,0.65971,0.120803,0.637954,0.154517
lh_Tr-Tr_0,MD,1838,5320.0,0.000841,0.000105,0.000813,0.000113
lh_Tr-Tr_0,ISO,1838,5320.0,0.740166,0.050407,0.732065,0.057428
lh_Tr-Tr_0,RDI,1838,5320.0,0.473741,0.02358,0.471649,0.028862
rh_B-B_0,QA,930,4800.0,0.19818,0.039197,0.201723,0.052087
rh_B-B_0,QIR,930,4800.0,0.289544,0.06485,0.296236,0.090348
rh_B-B_0,FA,930,4800.0,0.40057,0.07059,0.401041,0.084053
rh_B-B_0,AD,930,4800.0,0.00113,0.000116,0.001136,0.000147
rh_B-B_0,RD,930,4800.0,0.57714,0.091801,0.548554,0.139932
rh_B-B_0,MD,930,4800.0,0.00081,9.1e-05,0.000778,0.000124
rh_B-B_0,ISO,930,4800.0,0.728697,0.041877,0.722533,0.056945
rh_B-B_0,RDI,930,4800.0,0.473388,0.018372,0.47349,0.024062
rh_B-IP_1,QA,883,5112.0,0.178795,0.045797,0.190851,0.062562
rh_B-IP_1,QIR,883,5112.0,0.255631,0.074858,0.274819,0.104965
rh_B-IP_1,FA,883,5112.0,0.318849,0.08485,0.331036,0.105247
rh_B-IP_1,AD,883,5112.0,0.001059,0.000103,0.001044,7.6e-05
rh_B-IP_1,RD,883,5112.0,0.640249,0.115611,0.606508,0.143236
rh_B-IP_1,MD,883,5112.0,0.000819,0.000109,0.000772,0.00012
rh_B-IP_1,ISO,883,5112.0,0.753188,0.045635,0.744627,0.055374
rh_B-IP_1,RDI,883,5112.0,0.485568,0.018341,0.486995,0.023984
rh_B-MT_1,QA,684,4672.0,0.175006,0.038949,0.172045,0.041506
rh_B-MT_1,QIR,684,4672.0,0.248242,0.067326,0.245973,0.071902
rh_B-MT_1,FA,684,4672.0,0.361896,0.068614,0.366571,0.106484
rh_B-MT_1,AD,684,4672.0,0.000996,8.4e-05,0.000997,0.000133
rh_B-MT_1,RD,684,4672.0,0.526969,0.04714,0.521143,0.063416
rh_B-MT_1,MD,684,4672.0,0.000734,3.6e-05,0.000728,5.1e-05
rh_B-MT_1,ISO,684,4672.0,0.76038,0.050154,0.757144,0.068468
rh_B-MT_1,RDI,684,4672.0,0.487709,0.019326,0.484991,0.024669
rh_CAC-PoCi_0,QA,294,1848.0,0.249058,0.038922,0.258694,0.04905
rh_CAC-PoCi_0,QIR,294,1848.0,0.354384,0.076699,0.367415,0.100774
rh_CAC-PoCi_0,FA,294,1848.0,0.53794,0.084384,0.558275,0.050059
rh_CAC-PoCi_0,AD,294,1848.0,0.00123,8.3e-05,0.001229,9.1e-05
rh_CAC-PoCi_0,RD,294,1848.0,0.477371,0.061239,0.462682,0.058482
rh_CAC-PoCi_0,MD,294,1848.0,0.000752,2.6e-05,0.000745,1.4e-05
rh_CAC-PoCi_0,ISO,294,1848.0,0.736279,0.070531,0.711028,0.068189
rh_CAC-PoCi_0,RDI,294,1848.0,0.488243,0.031773,0.481053,0.026897
rh_CAC-PrCu_0,QA,234,2112.0,0.274784,0.024146,0.280894,0.039786
rh_CAC-PrCu_0,QIR,234,2112.0,0.408786,0.037296,0.421983,0.06935
rh_CAC-PrCu_0,FA,234,2112.0,0.563252,0.034118,0.559823,0.049664
rh_CAC-PrCu_0,AD,234,2112.0,0.001263,3.6e-05,0.001256,6e-05
rh_CAC-PrCu_0,RD,234,2112.0,0.46223,0.029594,0.467675,0.033888
rh_CAC-PrCu_0,MD,234,2112.0,0.000749,1.5e-05,0.000748,1.5e-05
rh_CAC-PrCu_0,ISO,234,2112.0,0.691642,0.014343,0.696152,0.023247
rh_CAC-PrCu_0,RDI,234,2112.0,0.469437,0.010046,0.466039,0.017039
rh_CMF-CMF_0,QA,2083,6048.0,0.18133,0.053792,0.174525,0.064338
rh_CMF-CMF_0,QIR,2083,6048.0,0.222552,0.077452,0.211161,0.085555
rh_CMF-CMF_0,FA,2083,6048.0,0.285935,0.081269,0.286741,0.104731
rh_CMF-CMF_0,AD,2083,6048.0,0.001062,0.000121,0.001047,0.000153
rh_CMF-CMF_0,RD,2083,6048.0,0.728819,0.170239,0.697873,0.207121
rh_CMF-CMF_0,MD,2083,6048.0,0.000856,0.000145,0.000826,0.00017
rh_CMF-CMF_0,ISO,2083,6048.0,0.854935,0.036904,0.864072,0.042484
rh_CMF-CMF_0,RDI,2083,6048.0,0.542574,0.015484,0.54575,0.024301
rh_CMF-Op_0,QA,1788,6768.0,0.223069,0.022345,0.224993,0.031957
rh_CMF-Op_0,QIR,1788,6768.0,0.294076,0.033948,0.295884,0.049623
rh_CMF-Op_0,FA,1788,6768.0,0.369981,0.049736,0.373469,0.059439
rh_CMF-Op_0,AD,1788,6768.0,0.001135,6.3e-05,0.001138,7.2e-05
rh_CMF-Op_0,RD,1788,6768.0,0.645521,0.080005,0.63641,0.103753
rh_CMF-Op_0,MD,1788,6768.0,0.000828,6.2e-05,0.000825,8.4e-05
rh_CMF-Op_0,ISO,1788,6768.0,0.794861,0.017961,0.796195,0.020841
rh_CMF-Op_0,RDI,1788,6768.0,0.517281,0.007843,0.517685,0.010229
rh_CMF-PrC_0,QA,800,3392.0,0.261821,0.059527,0.261671,0.096337
rh_CMF-PrC_0,QIR,800,3392.0,0.330149,0.076511,0.338702,0.121118
rh_CMF-PrC_0,FA,800,3392.0,0.39522,0.073588,0.392381,0.112878
rh_CMF-PrC_0,AD,800,3392.0,0.001073,7.2e-05,0.001087,9.2e-05
rh_CMF-PrC_0,RD,800,3392.0,0.575648,0.0879,0.575091,0.099603
rh_CMF-PrC_0,MD,800,3392.0,0.000763,6.2e-05,0.000756,7.8e-05
rh_CMF-PrC_0,ISO,800,3392.0,0.824284,0.018373,0.827079,0.016569
rh_CMF-PrC_0,RDI,800,3392.0,0.547719,0.015298,0.543959,0.025598
rh_CMF-PrC_1,QA,2183,5664.0,0.232628,0.028577,0.232053,0.038347
rh_CMF-PrC_1,QIR,2183,5664.0,0.293894,0.03972,0.293139,0.051937
rh_CMF-PrC_1,FA,2183,5664.0,0.375607,0.042564,0.374302,0.049531
rh_CMF-PrC_1,AD,2183,5664.0,0.001086,6.9e-05,0.001089,9.8e-05
rh_CMF-PrC_1,RD,2183,5664.0,0.637499,0.08095,0.625633,0.105629
rh_CMF-PrC_1,MD,2183,5664.0,0.000807,7e-05,0.000791,9.8e-05
rh_CMF-PrC_1,ISO,2183,5664.0,0.815756,0.016546,0.815899,0.021132
rh_CMF-PrC_1,RDI,2183,5664.0,0.53419,0.009443,0.534523,0.012818
rh_CMF-RMF_0,QA,779,3576.0,0.20486,0.059957,0.202412,0.102566
rh_CMF-RMF_0,QIR,779,3576.0,0.260464,0.089317,0.251094,0.152494
rh_CMF-RMF_0,FA,779,3576.0,0.313227,0.083889,0.325272,0.13265
rh_CMF-RMF_0,AD,779,3576.0,0.001041,0.000113,0.001054,0.000123
rh_CMF-RMF_0,RD,779,3576.0,0.66326,0.149748,0.5983,0.211861
rh_CMF-RMF_0,MD,779,3576.0,0.000809,0.00013,0.000753,0.000188
rh_CMF-RMF_0,ISO,779,3576.0,0.832793,0.050511,0.838638,0.091637
rh_CMF-RMF_0,RDI,779,3576.0,0.536885,0.013229,0.533858,0.021764
rh_CMF-RMF_2,QA,1338,6032.0,0.24556,0.039489,0.248159,0.06142
rh_CMF-RMF_2,QIR,1338,6032.0,0.331422,0.060304,0.344649,0.089834
rh_CMF-RMF_2,FA,1338,6032.0,0.340011,0.056926,0.34907,0.089978
rh_CMF-RMF_2,AD,1338,6032.0,0.001151,9.4e-05,0.001131,0.000101
rh_CMF-RMF_2,RD,1338,6032.0,0.721006,0.141992,0.672202,0.198044
rh_CMF-RMF_2,MD,1338,6032.0,0.000874,0.000119,0.00083,0.00015
rh_CMF-RMF_2,ISO,1338,6032.0,0.798681,0.02605,0.799093,0.037618
rh_CMF-RMF_2,RDI,1338,6032.0,0.527733,0.011681,0.52558,0.016099
rh_CMF-SF_0,QA,558,3192.0,0.200755,0.037602,0.20638,0.062121
rh_CMF-SF_0,QIR,558,3192.0,0.255756,0.056968,0.264049,0.096997
rh_CMF-SF_0,FA,558,3192.0,0.326357,0.057728,0.328319,0.078586
rh_CMF-SF_0,AD,558,3192.0,0.001054,7.5e-05,0.001071,0.000129
rh_CMF-SF_0,RD,558,3192.0,0.632756,0.052807,0.626934,0.07852
rh_CMF-SF_0,MD,558,3192.0,0.000784,4.2e-05,0.000775,4.3e-05
rh_CMF-SF_0,ISO,558,3192.0,0.818271,0.032588,0.812248,0.047417
rh_CMF-SF_0,RDI,558,3192.0,0.525316,0.012473,0.52338,0.020678
rh_CMF-SF_1,QA,470,2016.0,0.236959,0.049902,0.234561,0.054284
rh_CMF-SF_1,QIR,470,2016.0,0.310937,0.077393,0.308447,0.088112
rh_CMF-SF_1,FA,470,2016.0,0.346951,0.062789,0.339879,0.071413
rh_CMF-SF_1,AD,470,2016.0,0.001104,8e-05,0.001112,0.000108
rh_CMF-SF_1,RD,470,2016.0,0.66831,0.100705,0.684066,0.135239
rh_CMF-SF_1,MD,470,2016.0,0.000822,7.9e-05,0.000829,0.000108
rh_CMF-SF_1,ISO,470,2016.0,0.811629,0.035897,0.805259,0.049914
rh_CMF-SF_1,RDI,470,2016.0,0.532004,0.010988,0.530449,0.012753
rh_Cu-Cu_0,QA,1240,5104.0,0.172608,0.058979,0.153261,0.083701
rh_Cu-Cu_0,QIR,1240,5104.0,0.221854,0.080881,0.196412,0.111863
rh_Cu-Cu_0,FA,1240,5104.0,0.282431,0.085332,0.26653,0.137325
rh_Cu-Cu_0,AD,1240,5104.0,0.001017,0.000113,0.000998,8.8e-05
rh_Cu-Cu_0,RD,1240,5104.0,0.69509,0.165208,0.699784,0.226478
rh_Cu-Cu_0,MD,1240,5104.0,0.000812,0.000141,0.000801,0.000167
rh_Cu-Cu_0,ISO,1240,5104.0,0.797356,0.032911,0.789002,0.047341
rh_Cu-Cu_0,RDI,1240,5104.0,0.507394,0.02043,0.511046,0.02766
rh_Cu-SP_0,QA,729,2712.0,0.214566,0.053576,0.230803,0.078601
rh_Cu-SP_0,QIR,729,2712.0,0.280033,0.07257,0.302997,0.110962
rh_Cu-SP_0,FA,729,2712.0,0.299613,0.075118,0.318027,0.082981
rh_Cu-SP_0,AD,729,2712.0,0.001054,0.000135,0.001031,0.000111
rh_Cu-SP_0,RD,729,2712.0,0.71984,0.179822,0.680581,0.152261
rh_Cu-SP_0,MD,729,2712.0,0.00084,0.000158,0.000799,0.000135
rh_Cu-SP_0,ISO,729,2712.0,0.787116,0.032138,0.785132,0.051626
rh_Cu-SP_0,RDI,729,2712.0,0.514911,0.022717,0.515257,0.029805
rh_Cu-SP_1,QA,41,1216.0,0.181529,0.04744,0.179813,0.094426
rh_Cu-SP_1,QIR,41,1216.0,0.224037,0.058574,0.220684,0.115038
rh_Cu-SP_1,FA,41,1216.0,0.257198,0.052225,0.275225,0.089553
rh_Cu-SP_1,AD,41,1216.0,0.00109,0.000129,0.001063,0.000152
rh_Cu-SP_1,RD,41,1216.0,0.763799,0.164541,0.706562,0.207744
rh_Cu-SP_1,MD,41,1216.0,0.000888,0.000149,0.000845,0.000181
rh_Cu-SP_1,ISO,41,1216.0,0.816479,0.031274,0.820029,0.025578
rh_Cu-SP_1,RDI,41,1216.0,0.518234,0.027689,0.524414,0.030165
rh_IC-PrCu_1,QA,1382,8680.0,0.275618,0.082697,0.25296,0.08287
rh_IC-PrCu_1,QIR,1382,8680.0,0.385257,0.141709,0.346592,0.122373
rh_IC-PrCu_1,FA,1382,8680.0,0.386094,0.112228,0.351957,0.124098
rh_IC-PrCu_1,AD,1382,8680.0,0.001184,0.000135,0.001157,0.000105
rh_IC-PrCu_1,RD,1382,8680.0,0.650168,0.135016,0.67226,0.169766
rh_IC-PrCu_1,MD,1382,8680.0,0.000835,8.4e-05,0.000829,9.6e-05
rh_IC-PrCu_1,ISO,1382,8680.0,0.769553,0.052854,0.773599,0.05843
rh_IC-PrCu_1,RDI,1382,8680.0,0.515755,0.017673,0.514644,0.02033
rh_IP-IP_0,QA,2425,8688.0,0.186762,0.061574,0.191586,0.105787
rh_IP-IP_0,QIR,2425,8688.0,0.258069,0.098951,0.260424,0.175641
rh_IP-IP_0,FA,2425,8688.0,0.290595,0.090011,0.311715,0.12652
rh_IP-IP_0,AD,2425,8688.0,0.001066,0.000111,0.001064,0.000142
rh_IP-IP_0,RD,2425,8688.0,0.696489,0.157503,0.637576,0.124355
rh_IP-IP_0,MD,2425,8688.0,0.000845,0.00013,0.000808,0.00011
rh_IP-IP_0,ISO,2425,8688.0,0.783646,0.047625,0.775987,0.079355
rh_IP-IP_0,RDI,2425,8688.0,0.503179,0.013946,0.502301,0.015448
rh_IP-IP_1,QA,2232,7808.0,0.166943,0.0477,0.175575,0.071654
rh_IP-IP_1,QIR,2232,7808.0,0.229801,0.077887,0.241302,0.120899
rh_IP-IP_1,FA,2232,7808.0,0.287706,0.077009,0.305539,0.121826
